"","observed_on","year","prism_tmin","prism_tmax","Month","Day","yday","Latitude","id","local_hour","hour_temperature","color","colorid","season"
"211","2018-08-04",2018,22.6719529764713,35.8789353423929,8,4,216,30,15105889,12,35.0398029842771,"green",1,"Breeding season"
"212","2018-08-07",2018,22.6719529764713,35.8789353423929,8,7,219,30,15199152,12,35.0331283313444,"green",1,"Breeding season"
"213","2018-05-30",2018,19.1719823643294,31.1902748211071,5,30,150,30,15229314,23,21.7114694887844,"green",1,"Breeding season"
"214","2018-08-09",2018,22.6719529764713,35.8789353423929,8,9,221,31,15282544,14,35.8789353423929,"brown",0,"Breeding season"
"215","2018-08-09",2018,22.6719529764713,35.8789353423929,8,9,221,31,15282577,16,35.0336952239542,"brown",0,"Breeding season"
"216","2018-08-16",2018,22.6719529764713,35.8789353423929,8,16,228,30,15480273,10,32.5217407293428,"brown",0,"Breeding season"
"217","2018-06-13",2018,23.1322742559712,34.8122036971463,6,13,164,30,15491748,23,25.6013471832341,"green",1,"Breeding season"
"218","2018-06-16",2018,23.1322742559712,34.8122036971463,6,16,167,30,15729670,2,23.1322742559712,"green",1,"Breeding season"
"219","2018-09-03",2018,20.9096672578394,29.9801399381212,9,3,246,30,16172111,12,29.3485657068631,"green",1,"Non-Breeding season"
"220","2018-09-07",2018,20.9096672578394,29.9801399381212,9,7,250,30,16378656,16,29.3398107837571,"green",1,"Non-Breeding season"
"221","2018-06-27",2018,23.1322742559712,34.8122036971463,6,27,178,30,16397068,23,25.6015188951254,"green",1,"Breeding season"
"222","2018-09-12",2018,20.9096672578394,29.9801399381212,9,12,255,30,16493093,18,27.4671084992727,"green",1,"Non-Breeding season"
"223","2018-06-30",2018,23.1322742559712,34.8122036971463,6,30,181,30,16496264,21,27.2122265315755,"green",1,"Breeding season"
"224","2018-07-20",2018,23.0753492061563,36.7133198143243,7,20,201,30,16513476,22,26.758519169005,"green",1,"Breeding season"
"225","2018-09-19",2018,20.9096672578394,29.9801399381212,9,19,262,30,16709265,14,29.9801399381212,"brown",0,"Non-Breeding season"
"226","2018-09-23",2018,20.9096672578394,29.9801399381212,9,23,266,30,16859126,17,28.4784864955083,"green",1,"Non-Breeding season"
"227","2018-09-23",2018,20.9096672578394,29.9801399381212,9,23,266,30,16860958,14,29.9801399381212,"green",1,"Non-Breeding season"
"228","2018-09-25",2018,20.9096672578394,29.9801399381212,9,25,268,30,16917391,12,29.2970872434279,"green",1,"Non-Breeding season"
"229","2018-09-26",2018,20.9096672578394,29.9801399381212,9,26,269,30,16941258,11,28.4621081052277,"green",1,"Non-Breeding season"
"230","2018-09-26",2018,20.9096672578394,29.9801399381212,9,26,269,30,16951510,9,25.9754486061984,"brown",0,"Non-Breeding season"
"231","2018-10-03",2018,15.0108021733902,24.228374777227,10,3,276,30,17170574,15,24.0478547658242,"brown",0,"Non-Breeding season"
"232","2018-10-05",2018,15.0108021733902,24.228374777227,10,5,278,30,17233611,11,22.6342000205025,"green",1,"Non-Breeding season"
"233","2018-10-06",2018,15.0108021733902,24.228374777227,10,6,279,30,17257015,15,24.045803570091,"green",1,"Non-Breeding season"
"234","2018-09-30",2018,20.9096672578394,29.9801399381212,9,30,273,30,17261833,14,29.9801399381212,"green",1,"Non-Breeding season"
"235","2018-10-07",2018,15.0108021733902,24.228374777227,10,7,280,30,17303041,11,22.6224587431443,"green",1,"Non-Breeding season"
"236","2018-07-23",2018,23.0753492061563,36.7133198143243,7,23,204,30,17321159,21,27.7753042919941,"green",1,"Breeding season"
"237","2018-10-11",2018,15.0108021733902,24.228374777227,10,11,284,30,17424969,14,24.228374777227,"green",1,"Non-Breeding season"
"238","2018-10-14",2018,15.0108021733902,24.228374777227,10,14,287,30,17503972,14,24.228374777227,"green",1,"Non-Breeding season"
"239","2018-10-14",2018,15.0108021733902,24.228374777227,10,14,287,30,17514768,12,23.4834060703853,"green",1,"Non-Breeding season"
"240","2018-10-25",2018,15.0108021733902,24.228374777227,10,25,298,30,17863030,12,23.4525809342576,"green",1,"Non-Breeding season"
"241","2018-10-27",2018,15.0108021733902,24.228374777227,10,27,300,30,17892692,16,23.4469580648594,"brown",0,"Non-Breeding season"
"242","2018-10-29",2018,15.0108021733902,24.228374777227,10,29,302,30,17934482,11,22.4893862401293,"green",1,"Non-Breeding season"
"243","2018-10-28",2018,15.0108021733902,24.228374777227,10,28,301,30,17958468,18,20.8772410442526,"green",1,"Non-Breeding season"
"244","2018-10-31",2018,15.0108021733902,24.228374777227,10,31,304,30,18025158,12,23.4357624013806,"green",1,"Non-Breeding season"
"245","2018-11-03",2018,5.47822045712242,17.9840779049406,11,3,307,30,18070497,17,15.58383140967,"brown",0,"Non-Breeding season"
"246","2018-11-09",2018,5.47822045712242,17.9840779049406,11,9,313,30,18294122,14,17.9840779049406,"brown",0,"Non-Breeding season"
"247","2018-11-13",2018,5.47822045712242,17.9840779049406,11,13,317,30,18371568,9,11.5100810968677,"green",1,"Non-Breeding season"
"248","2018-11-17",2018,5.47822045712242,17.9840779049406,11,17,321,30,18452019,13,17.6966813105897,"brown",0,"Non-Breeding season"
"249","2018-11-24",2018,5.47822045712242,17.9840779049406,11,24,328,30,18609517,15,17.6911400443254,"brown",0,"Non-Breeding season"
"250","2018-11-24",2018,5.47822045712242,17.9840779049406,11,24,328,30,18609569,15,17.6911400443254,"green",1,"Non-Breeding season"
"251","2018-11-24",2018,5.47822045712242,17.9840779049406,11,24,328,30,18615044,12,16.8260500460946,"brown",0,"Non-Breeding season"
"252","2018-12-01",2018,4.24265725787146,15.5657357320164,12,1,335,30,18780245,15,15.2962664438547,"brown",0,"Non-Breeding season"
"253","2018-06-08",2018,23.1322742559712,34.8122036971463,6,8,159,30,18927086,13,34.6350488069927,"green",1,"Breeding season"
"254","2018-12-10",2018,4.24265725787146,15.5657357320164,12,10,344,30,18951440,12,14.4852468505364,"brown",0,"Non-Breeding season"
"255","2017-04-29",2017,13.1845393915306,26.2676978259841,4,29,119,30,18966106,5,13.1845393915306,"green",1,"Breeding season"
"256","2018-11-30",2018,5.47822045712242,17.9840779049406,11,30,334,30,19043376,0,5.47822045712242,"green",1,"Non-Breeding season"
"257","2018-08-18",2018,22.6719529764713,35.8789353423929,8,18,230,30,19348170,22,26.1936783076272,"brown",0,"Breeding season"
"258","2018-08-08",2018,22.6719529764713,35.8789353423929,8,8,220,30,19367504,22,26.2092714824007,"brown",0,"Breeding season"
"259","2018-07-30",2018,23.0753492061563,36.7133198143243,7,30,211,30,19546673,13,36.4976523197545,"green",1,"Breeding season"
"260","2019-01-20",2019,2.88471117213605,14.6879400349168,1,20,20,30,19762210,13,14.4118176878552,"green",1,"Non-Breeding season"
"261","2018-08-13",2018,22.6719529764713,35.8789353423929,8,13,225,30,19817582,21,27.134447562354,"green",1,"Breeding season"
"262","2019-01-08",2019,2.88471117213605,14.6879400349168,1,8,8,30,19862822,16,13.5686515779199,"green",1,"Non-Breeding season"
"263","2019-01-29",2019,2.88471117213605,14.6879400349168,1,29,29,30,19958143,18,10.1029528472869,"brown",0,"Non-Breeding season"
"264","2019-02-04",2019,6.70057378951979,16.8771607843587,2,4,35,30,20082694,14,16.8771607843587,"green",1,"Non-Breeding season"
"265","2019-02-06",2019,6.70057378951979,16.8771607843587,2,6,37,30,20244489,22,9.37892805041806,"brown",0,"Non-Breeding season"
"266","2019-02-03",2019,6.70057378951979,16.8771607843587,2,3,34,30,20284194,14,16.8771607843587,"brown",0,"Non-Breeding season"
"267","2019-02-03",2019,6.70057378951979,16.8771607843587,2,3,34,30,20408126,3,6.70057378951979,"brown",0,"Non-Breeding season"
"268","2019-02-24",2019,6.70057378951979,16.8771607843587,2,24,55,30,20735966,15,16.6653626462396,"brown",0,"Non-Breeding season"
"269","2018-10-05",2018,15.0108021733902,24.228374777227,10,5,278,30,20867788,13,24.0464903812634,"green",1,"Non-Breeding season"
"270","2019-03-09",2019,7.41192271988366,19.0987313364198,3,9,68,30,21097131,19,13.3411155512712,"brown",0,"Non-Breeding season"
"271","2019-03-22",2019,7.41192271988366,19.0987313364198,3,22,81,30,21502248,2,7.41192271988366,"brown",0,"Non-Breeding season"
"272","2019-03-24",2019,7.41192271988366,19.0987313364198,3,24,83,30,21631379,2,7.41192271988366,"green",1,"Non-Breeding season"
"273","2019-03-27",2019,7.41192271988366,19.0987313364198,3,27,86,30,21665764,16,18.241720404728,"green",1,"Non-Breeding season"
"274","2019-03-28",2019,7.41192271988366,19.0987313364198,3,28,87,30,21720097,19,13.6024037470736,"green",1,"Non-Breeding season"
"275","2019-03-29",2019,7.41192271988366,19.0987313364198,3,29,88,30,21760054,13,18.8840674467703,"green",1,"Non-Breeding season"
"276","2019-03-27",2019,7.41192271988366,19.0987313364198,3,27,86,30,21813924,13,18.882477818442,"brown",0,"Non-Breeding season"
"277","2019-04-10",2019,11.9700805309729,24.7242313286335,4,10,100,30,22312959,21,16.19278828203,"brown",0,"Breeding season"
"278","2019-04-08",2019,11.9700805309729,24.7242313286335,4,8,98,30,22331212,15,24.4982631594587,"green",1,"Breeding season"
"279","2019-04-10",2019,11.9700805309729,24.7242313286335,4,10,100,30,22335415,11,22.7518484389383,"green",1,"Breeding season"
"280","2019-04-02",2019,11.9700805309729,24.7242313286335,4,2,92,30,22388482,16,23.8091002285846,"brown",0,"Breeding season"
"281","2019-04-11",2019,11.9700805309729,24.7242313286335,4,11,101,30,22389097,23,14.6712849574556,"green",1,"Breeding season"
"282","2019-04-14",2019,11.9700805309729,24.7242313286335,4,14,104,30,22515660,13,24.5029259244713,"green",1,"Breeding season"
"283","2019-04-15",2019,11.9700805309729,24.7242313286335,4,15,105,30,22528366,21,16.2120576045571,"green",1,"Breeding season"
"284","2019-04-16",2019,11.9700805309729,24.7242313286335,4,16,106,30,22572172,15,24.5044238750569,"green",1,"Breeding season"
"285","2019-04-18",2019,11.9700805309729,24.7242313286335,4,18,108,30,22676483,17,22.8037801460469,"green",1,"Breeding season"
"286","2019-04-17",2019,11.9700805309729,24.7242313286335,4,17,107,30,22686206,19,19.104805986365,"green",1,"Breeding season"
"287","2019-04-21",2019,11.9700805309729,24.7242313286335,4,21,111,30,22823522,12,23.8667935910638,"green",1,"Breeding season"
"288","2019-02-25",2019,6.70057378951979,16.8771607843587,2,25,56,30,22837791,16,16.0419180582079,"brown",0,"Non-Breeding season"
"289","2019-04-21",2019,11.9700805309729,24.7242313286335,4,21,111,30,22839197,15,24.5080395940414,"green",1,"Breeding season"
"290","2019-04-21",2019,11.9700805309729,24.7242313286335,4,21,111,30,22859838,18,21.4097682537255,"green",1,"Breeding season"
"291","2019-04-20",2019,11.9700805309729,24.7242313286335,4,20,110,30,22866681,13,24.5073315520016,"green",1,"Breeding season"
"292","2019-04-22",2019,11.9700805309729,24.7242313286335,4,22,112,30,22911693,22,15.3648802688867,"green",1,"Breeding season"
"293","2019-04-22",2019,11.9700805309729,24.7242313286335,4,22,112,30,22916573,13,24.5087399056002,"brown",0,"Breeding season"
"294","2019-04-26",2019,11.9700805309729,24.7242313286335,4,26,116,30,23421040,11,22.8516638533542,"brown",0,"Breeding season"
"295","2019-04-29",2019,11.9700805309729,24.7242313286335,4,29,119,30,23937721,11,22.8684904765625,"green",1,"Breeding season"
"296","2019-04-19",2019,11.9700805309729,24.7242313286335,4,19,109,30,24124554,14,24.7242313286335,"green",1,"Breeding season"
"297","2019-04-29",2019,11.9700805309729,24.7242313286335,4,29,119,30,24171905,2,11.9700805309729,"green",1,"Breeding season"
"298","2019-05-01",2019,18.4193056973901,28.1017007525005,5,1,121,30,24287830,11,26.7011439927187,"green",1,"Breeding season"
"299","2019-05-01",2019,18.4193056973901,28.1017007525005,5,1,121,30,24310497,11,26.7011439927187,"green",1,"Breeding season"
"300","2019-05-02",2019,18.4193056973901,28.1017007525005,5,2,122,30,24388948,10,25.6664456639718,"brown",0,"Breeding season"
"301","2019-05-02",2019,18.4193056973901,28.1017007525005,5,2,122,30,24588620,17,26.7051795008149,"brown",0,"Breeding season"
"302","2019-05-04",2019,18.4193056973901,28.1017007525005,5,4,124,30,24605735,15,27.944003226323,"brown",0,"Breeding season"
"303","2019-05-07",2019,18.4193056973901,28.1017007525005,5,7,127,30,24760937,18,25.6994340820179,"green",1,"Breeding season"
"304","2019-05-12",2019,18.4193056973901,28.1017007525005,5,12,132,30,25010165,14,28.1017007525005,"brown",0,"Breeding season"
"305","2019-05-14",2019,18.4193056973901,28.1017007525005,5,14,134,30,25134986,23,20.4644552332673,"brown",0,"Breeding season"
"306","2019-05-15",2019,18.4193056973901,28.1017007525005,5,15,135,30,25210467,12,27.4938643738314,"green",1,"Breeding season"
"307","2019-05-05",2019,18.4193056973901,28.1017007525005,5,5,125,30,25298639,10,25.6865433263748,"green",1,"Breeding season"
"308","2019-05-19",2019,18.4193056973901,28.1017007525005,5,19,139,30,25422256,18,25.7675188339122,"green",1,"Breeding season"
"309","2019-05-18",2019,18.4193056973901,28.1017007525005,5,18,138,30,25465934,17,26.7613294418049,"green",1,"Breeding season"
"310","2019-05-23",2019,18.4193056973901,28.1017007525005,5,23,143,30,25631723,14,28.1017007525005,"brown",0,"Breeding season"
"311","2019-06-02",2019,20.7544726562948,32.1841143339539,6,2,153,30,26318215,12,31.4909699232648,"brown",0,"Breeding season"
"312","2019-06-03",2019,20.7544726562948,32.1841143339539,6,3,154,30,26341286,11,30.646455396511,"brown",0,"Breeding season"
"313","2019-06-07",2019,20.7544726562948,32.1841143339539,6,7,158,30,26563201,14,32.1841143339539,"green",1,"Breeding season"
"314","2019-06-05",2019,20.7544726562948,32.1841143339539,6,5,156,30,26615208,19,28.0832000128434,"brown",0,"Breeding season"
"315","2019-06-09",2019,20.7544726562948,32.1841143339539,6,9,160,30,26671880,9,28.1112676483381,"brown",0,"Breeding season"
"316","2019-06-09",2019,20.7544726562948,32.1841143339539,6,9,160,30,26708085,21,24.7400051585832,"green",1,"Breeding season"
"317","2019-06-15",2019,20.7544726562948,32.1841143339539,6,15,166,30,27024285,16,31.4995648621167,"green",1,"Breeding season"
"318","2019-06-15",2019,20.7544726562948,32.1841143339539,6,15,166,30,27057821,14,32.1841143339539,"green",1,"Breeding season"
"319","2019-06-18",2019,20.7544726562948,32.1841143339539,6,18,169,30,27212648,16,31.5003847227152,"green",1,"Breeding season"
"320","2019-06-18",2019,20.7544726562948,32.1841143339539,6,18,169,30,27224002,14,32.1841143339539,"green",1,"Breeding season"
"321","2019-06-23",2019,20.7544726562948,32.1841143339539,6,23,174,30,27597360,0,20.7544726562948,"green",1,"Breeding season"
"322","2012-04-11",2012,14.7618186441609,28.3376143319266,4,12,102,30,27943408,18,24.7060724857154,"brown",0,"Breeding season"
"323","2019-07-09",2019,22.0979791340724,34.1562286749228,7,9,190,30,28525658,8,28.1181214959997,"green",1,"Breeding season"
"324","2019-06-27",2019,20.7544726562948,32.1841143339539,6,27,178,30,28569494,13,32.0118288132154,"green",1,"Breeding season"
"325","2019-07-14",2019,22.0979791340724,34.1562286749228,7,14,195,30,28808382,12,33.422895908342,"green",1,"Breeding season"
"326","2019-07-17",2019,22.0979791340724,34.1562286749228,7,17,198,30,29014801,15,33.9705830413795,"green",1,"Breeding season"
"327","2019-07-16",2019,22.0979791340724,34.1562286749228,7,16,197,30,29054853,10,31.3034181395925,"brown",0,"Breeding season"
"328","2019-07-18",2019,22.0979791340724,34.1562286749228,7,18,199,30,29092980,21,26.2701333006624,"green",1,"Breeding season"
"329","2019-07-19",2019,22.0979791340724,34.1562286749228,7,19,200,30,29112542,10,31.2891222821483,"green",1,"Breeding season"
"330","2019-07-24",2019,22.0979791340724,34.1562286749228,7,24,205,30,29637304,19,29.5699615178206,"green",1,"Breeding season"
"331","2019-07-24",2019,22.0979791340724,34.1562286749228,7,24,205,30,29652808,16,33.4095551357187,"brown",0,"Breeding season"
"332","2019-08-04",2019,23.8300517461778,36.6341064246804,8,4,216,30,30208837,11,34.828072281018,"green",1,"Breeding season"
"333","2019-08-04",2019,23.8300517461778,36.6341064246804,8,4,216,30,30220556,22,27.2656801416179,"brown",0,"Breeding season"
"334","2019-08-05",2019,23.8300517461778,36.6341064246804,8,5,217,30,30237911,8,29.9035154649485,"brown",0,"Breeding season"
"335","2019-08-03",2019,23.8300517461778,36.6341064246804,8,3,215,30,30455555,10,33.4911565196964,"green",1,"Breeding season"
"336","2019-08-10",2019,23.8300517461778,36.6341064246804,8,10,222,30,30612145,10,33.4336757648191,"brown",0,"Breeding season"
"337","2019-08-15",2019,23.8300517461778,36.6341064246804,8,15,227,30,31062779,13,36.4226531242935,"green",1,"Breeding season"
"338","2019-08-20",2019,23.8300517461778,36.6341064246804,8,20,232,30,31220689,22,27.2414575276933,"brown",0,"Breeding season"
"339","2019-08-25",2019,23.8300517461778,36.6341064246804,8,25,237,30,32102596,17,34.7148632246617,"brown",0,"Breeding season"
"340","2019-08-30",2019,23.8300517461778,36.6341064246804,8,30,242,30,32244002,12,35.7545087782516,"green",1,"Breeding season"
"341","2019-09-08",2019,21.8984606057178,35.2270152917825,9,8,251,30,32366574,12,34.2828057569294,"green",1,"Non-Breeding season"
"342","2019-09-13",2019,21.8984606057178,35.2270152917825,9,13,256,30,32667402,17,33.097531559881,"green",1,"Non-Breeding season"
"343","2019-09-11",2019,21.8984606057178,35.2270152917825,9,11,254,30,32682489,16,34.2728087501903,"brown",0,"Non-Breeding season"
"344","2017-03-09",2017,11.8746387452535,23.9427804324572,3,9,68,30,32721488,14,23.9427804324572,"green",1,"Non-Breeding season"
"345","2017-03-09",2017,11.8746387452535,23.9427804324572,3,9,68,30,32721584,14,23.9427804324572,"brown",0,"Non-Breeding season"
"346","2017-03-09",2017,11.8746387452535,23.9427804324572,3,9,68,30,32721775,14,23.9427804324572,"brown",0,"Non-Breeding season"
"347","2019-09-16",2019,21.8984606057178,35.2270152917825,9,16,259,30,32867663,20,27.3735448743919,"brown",0,"Non-Breeding season"
"348","2019-09-18",2019,21.8984606057178,35.2270152917825,9,18,261,30,33031340,15,34.9801309784968,"brown",0,"Non-Breeding season"
"349","2019-09-23",2019,21.8984606057178,35.2270152917825,9,23,266,30,33388514,16,34.2306509143978,"green",1,"Non-Breeding season"
"350","2019-09-29",2019,21.8984606057178,35.2270152917825,9,29,272,30,33733994,12,34.2083693739136,"green",1,"Non-Breeding season"
"351","2019-09-10",2019,21.8984606057178,35.2270152917825,9,10,253,30,34229453,10,31.5592848722207,"brown",0,"Non-Breeding season"
"352","2019-10-14",2019,12.5456828364619,26.5888483180921,10,14,287,30,34373831,19,19.5620612256763,"green",1,"Non-Breeding season"
"353","2019-10-20",2019,12.5456828364619,26.5888483180921,10,20,293,30,34660660,18,21.6937430162354,"brown",0,"Non-Breeding season"
"354","2019-10-14",2019,12.5456828364619,26.5888483180921,10,14,287,30,34739162,20,18.118869723954,"brown",0,"Non-Breeding season"
